City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
216,Lujan,AR,2021-10-11 23:30:04,-34.5703,-59.105,64.15,84,59,4.0,broken clouds
217,Pringsewu,ID,2021-10-11 23:33:21,-5.3582,104.9744,78.78,84,97,5.35,overcast clouds
218,Nelson Bay,AU,2021-10-11 23:33:22,-32.7167,152.15,63.09,66,100,3.0,light rain
219,Mogadishu,SO,2021-10-11 23:30:04,2.0371,45.3438,77.74,85,95,15.79,overcast clouds
220,Halifax,CA,2021-10-11 23:31:19,44.6453,-63.5724,59.05,91,12,3.44,few clouds
221,Tura,IN,2021-10-11 23:33:22,25.5198,90.2201,72.14,90,4,3.83,clear sky
222,Oudtshoorn,ZA,2021-10-11 23:33:22,-33.5907,22.2014,55.76,30,93,2.17,overcast clouds
223,Bathsheba,BB,2021-10-11 23:30:01,13.2167,-59.5167,81.21,83,20,8.05,light rain
224,San Isidro,PE,2021-10-11 23:33:23,-12.1167,-77.05,65.01,86,90,1.01,overcast clouds
225,Port-Gentil,GA,2021-10-11 23:31:08,-0.7193,8.7815,76.96,94,75,3.44,light rain
226,Ahipara,NZ,2021-10-11 23:33:23,-35.1667,173.1667,59.83,62,96,16.35,overcast clouds
227,Boa Vista,BR,2021-10-11 23:33:23,2.8197,-60.6733,80.58,78,75,1.14,thunderstorm
228,Kloulklubed,PW,2021-10-11 23:33:23,7.0419,134.2556,82.9,75,97,8.68,overcast clouds
229,Kedougou,SN,2021-10-11 23:33:24,12.5579,-12.1743,77.31,87,76,3.38,light rain
230,Talaya,RU,2021-10-11 23:33:24,61.3833,152.75,17.55,66,83,3.29,broken clouds
231,Bahia Blanca,AR,2021-10-11 23:29:42,-38.7196,-62.2724,68.86,47,62,4.34,broken clouds
232,Digby,CA,2021-10-11 23:31:23,44.6169,-65.7655,55.58,88,2,4.92,clear sky
233,Goderich,CA,2021-10-11 23:33:24,43.7501,-81.7165,73.9,68,100,10.36,overcast clouds
234,Barcelona,ES,2021-10-11 23:32:24,41.3888,2.159,64.54,81,0,1.99,clear sky
235,Zyryanovsk,KZ,2021-10-11 23:33:25,49.7386,84.2719,35.4,100,100,2.62,overcast clouds
236,Talnakh,RU,2021-10-11 23:30:46,69.4865,88.3972,18.07,96,100,4.74,overcast clouds
237,Torbay,CA,2021-10-11 23:30:52,47.6666,-52.7314,48.27,94,75,9.22,broken clouds
238,Port Lincoln,AU,2021-10-11 23:32:14,-34.7333,135.8667,62.56,41,100,19.35,overcast clouds
239,Vao,NC,2021-10-11 23:33:25,-22.6667,167.4833,71.64,72,94,14.23,overcast clouds
240,Whyalla,AU,2021-10-11 23:33:26,-33.0333,137.5833,62.49,29,92,8.05,overcast clouds
241,Coihaique,CL,2021-10-11 23:33:26,-45.5752,-72.0662,51.75,50,90,3.44,overcast clouds
242,Altay,CN,2021-10-11 23:33:26,47.8667,88.1167,30.97,71,77,6.69,broken clouds
243,Georgetown,MY,2021-10-11 23:29:29,5.4112,100.3354,76.95,89,20,2.3,few clouds
244,Zelenogorskiy,RU,2021-10-11 23:33:27,55.0333,87.0,27.12,93,100,3.44,light snow
245,Bartica,GY,2021-10-11 23:33:27,6.4,-58.6167,80.92,96,66,2.59,broken clouds
246,Mount Gambier,AU,2021-10-11 23:30:40,-37.8333,140.7667,51.71,71,70,11.5,broken clouds
247,Lorengau,PG,2021-10-11 23:30:10,-2.0226,147.2712,85.89,68,16,7.87,few clouds
248,Poum,NC,2021-10-11 23:30:42,-20.2333,164.0167,75.76,79,93,18.61,overcast clouds
249,General Roca,AR,2021-10-11 23:33:28,-39.0333,-67.5833,72.0,17,70,8.68,light rain
250,Lompoc,US,2021-10-11 23:31:17,34.6391,-120.4579,70.57,63,1,21.85,haze
251,Ucluelet,CA,2021-10-11 23:31:36,48.9329,-125.5528,57.09,80,6,1.01,clear sky
252,Dahegam,IN,2021-10-11 23:33:28,23.1667,72.8167,78.57,71,0,2.73,clear sky
253,Dingle,PH,2021-10-11 23:33:28,10.9995,122.6711,77.45,96,100,16.06,overcast clouds
254,Mimongo,GA,2021-10-11 23:33:29,-1.6195,11.6068,71.13,99,100,1.97,overcast clouds
255,Morro Bay,US,2021-10-11 23:33:29,35.3658,-120.8499,70.68,42,0,23.0,clear sky
256,Ardesen,TR,2021-10-11 23:33:29,41.1911,40.9875,57.16,69,78,3.98,broken clouds
257,Tiksi,RU,2021-10-11 23:30:30,71.6872,128.8694,28.31,98,100,4.9,light snow
258,Ribeira Grande,PT,2021-10-11 23:30:24,38.5167,-28.7,70.07,76,82,6.71,broken clouds
259,Ilulissat,GL,2021-10-11 23:31:15,69.2167,-51.1,24.82,74,100,2.3,overcast clouds
260,Lekoni,GA,2021-10-11 23:33:30,-1.5843,14.2591,73.45,90,100,3.62,overcast clouds
261,Nome,US,2021-10-11 23:30:29,64.5011,-165.4064,37.47,60,75,6.91,broken clouds
262,Kahului,US,2021-10-11 23:27:27,20.8947,-156.47,85.26,83,75,20.71,light rain
263,Hofn,IS,2021-10-11 23:30:39,64.2539,-15.2082,39.94,67,79,7.05,broken clouds
264,Vyazemskiy,RU,2021-10-11 23:33:30,47.5378,134.7525,49.06,54,0,4.0,clear sky
265,Caravelas,BR,2021-10-11 23:30:59,-17.7125,-39.2481,70.97,92,100,12.01,overcast clouds
266,Charlestown,AU,2021-10-11 23:33:31,-32.95,151.6667,62.82,89,100,10.09,light rain
267,Tromso,NO,2021-10-11 23:33:31,69.6496,18.957,42.82,93,75,2.3,broken clouds
268,Pamekasan,ID,2021-10-11 23:33:31,-7.1568,113.4746,81.97,64,82,7.45,broken clouds
269,Killybegs,IE,2021-10-11 23:33:31,54.6333,-8.45,52.45,91,68,8.14,broken clouds
270,Kimbe,PG,2021-10-11 23:33:32,-5.5502,150.1429,87.57,63,86,3.31,overcast clouds
271,Leh,IN,2021-10-11 23:23:39,34.1667,77.5833,38.89,45,0,4.97,clear sky
272,Wanning,CN,2021-10-11 23:33:32,18.8003,110.3967,75.04,81,85,14.14,overcast clouds
273,Dongning,CN,2021-10-11 23:33:32,44.0622,131.1207,51.42,57,0,2.17,clear sky
274,Lokosovo,RU,2021-10-11 23:33:33,61.1333,74.8167,28.17,66,99,5.23,overcast clouds
275,Jacarau,BR,2021-10-11 23:33:33,-6.6122,-35.2928,70.52,91,74,5.23,broken clouds
276,Kondagaon,IN,2021-10-11 23:33:34,19.6,81.6667,65.08,90,73,2.39,broken clouds
277,South Lake Tahoe,US,2021-10-11 23:33:34,38.9332,-119.9844,43.5,55,90,10.36,overcast clouds
278,Gravina In Puglia,IT,2021-10-11 23:33:34,40.8197,16.4228,57.56,95,52,14.09,broken clouds
279,Acapulco,MX,2021-10-11 23:31:18,16.8634,-99.8901,85.82,74,40,6.91,scattered clouds
280,Iberia,US,2021-10-11 23:33:34,29.9502,-91.7507,82.47,74,90,9.22,overcast clouds
281,Arroyo,ES,2021-10-11 23:33:35,41.6096,-4.7969,52.14,67,0,4.61,clear sky
282,Sobolevo,RU,2021-10-11 23:30:35,54.4299,31.8996,39.36,80,97,5.93,light rain
283,Klaksvik,FO,2021-10-11 23:30:50,62.2266,-6.589,38.32,68,100,7.83,overcast clouds
284,Komsomolskiy,UZ,2021-10-11 23:30:46,40.4272,71.7189,44.02,70,0,4.61,clear sky
285,Jiwani,PK,2021-10-11 23:33:35,25.05,61.7417,79.36,30,0,11.41,clear sky
286,Ngunguru,NZ,2021-10-11 23:33:36,-35.6167,174.5,62.17,59,99,14.9,overcast clouds
287,Kirakira,SB,2021-10-11 23:33:36,-10.4544,161.9205,84.09,70,31,5.55,scattered clouds
288,Hailar,CN,2021-10-11 23:33:36,49.2,119.7,40.89,55,0,10.45,clear sky
289,Colac,AU,2021-10-11 23:33:36,-38.3333,143.5833,54.84,55,1,8.88,clear sky
290,Coruripe,BR,2021-10-11 23:33:27,-10.1256,-36.1756,76.57,83,0,12.93,clear sky
291,Coquimbo,CL,2021-10-11 23:33:37,-29.9533,-71.3436,56.93,82,75,10.36,broken clouds
292,Chimbote,PE,2021-10-11 23:33:37,-9.0853,-78.5783,63.52,86,37,12.44,scattered clouds
293,Mercedes,AR,2021-10-11 23:33:37,-34.6515,-59.4307,63.84,90,47,9.55,scattered clouds
294,Port Hedland,AU,2021-10-11 23:31:36,-20.3167,118.5667,71.65,78,2,8.05,clear sky
295,Beira,MZ,2021-10-11 23:33:38,-19.8436,34.8389,71.69,64,20,9.22,few clouds
296,Port Macquarie,AU,2021-10-11 23:31:29,-31.4333,152.9167,60.69,94,75,5.75,broken clouds
297,Sangar,RU,2021-10-11 23:33:38,63.9242,127.4739,26.49,79,100,9.71,overcast clouds
298,Paraiso,CR,2021-10-11 23:33:38,9.8383,-83.8656,65.41,98,98,1.14,overcast clouds
299,Lata,PT,2021-10-11 23:33:00,40.1629,-8.3327,69.82,60,97,5.1,overcast clouds
300,Kodiak,US,2021-10-11 23:31:52,57.79,-152.4072,39.04,93,100,26.46,light rain
301,Barra Patuca,HN,2021-10-11 23:33:39,15.8,-84.2833,82.15,78,68,11.86,broken clouds
302,Clyde River,CA,2021-10-11 23:30:23,70.4692,-68.5914,33.26,82,29,10.85,scattered clouds
303,Awjilah,LY,2021-10-11 23:33:39,29.1081,21.2869,75.9,28,0,2.26,clear sky
304,Guerrero Negro,MX,2021-10-11 23:31:07,27.9769,-114.0611,71.62,64,1,16.04,clear sky
305,Kaura Namoda,NG,2021-10-11 23:33:40,12.5898,6.5779,81.45,25,34,4.63,scattered clouds
306,Acari,PE,2021-10-11 23:33:40,-15.4311,-74.6158,66.87,78,52,4.88,broken clouds
307,Brae,GB,2021-10-11 23:33:40,60.3964,-1.353,44.51,73,80,15.05,broken clouds
308,Linxia,CN,2021-10-11 23:33:41,35.6003,103.2064,49.01,79,17,0.83,few clouds
309,Kaitangata,NZ,2021-10-11 23:30:00,-46.2817,169.8464,45.03,77,97,17.02,overcast clouds
310,Geraldton,AU,2021-10-11 23:30:37,-28.7667,114.6,59.41,51,75,13.8,broken clouds
311,Viedma,AR,2021-10-11 23:33:41,-40.8135,-62.9967,53.69,78,100,8.28,overcast clouds
312,Wewak,PG,2021-10-11 23:33:41,-3.5534,143.6268,84.45,73,54,4.29,broken clouds
313,Turan,VN,2021-10-11 23:33:42,16.0678,108.2208,78.85,100,20,1.14,mist
314,Dunkwa,GH,2021-10-11 23:33:42,5.9656,-1.78,73.36,99,38,2.24,scattered clouds
315,Heyang,CN,2021-10-11 23:33:42,26.1011,107.473,52.65,82,84,8.28,broken clouds
316,Lavrentiya,RU,2021-10-11 23:30:11,65.5833,-171.0,31.32,82,100,9.55,overcast clouds
317,Esso,RU,2021-10-11 23:33:42,55.9333,158.7,35.31,98,100,4.99,light rain
318,Antalaha,MG,2021-10-11 23:33:43,-14.9003,50.2788,68.7,84,19,7.7,few clouds
319,Koudougou,BF,2021-10-11 23:33:43,12.25,-2.3667,81.43,58,71,7.81,broken clouds
320,Touros,BR,2021-10-11 23:27:05,-5.1989,-35.4608,79.7,78,100,14.2,overcast clouds
321,Saldanha,ZA,2021-10-11 23:31:05,-33.0117,17.9442,59.05,85,100,15.32,overcast clouds
322,Pangody,RU,2021-10-11 23:33:43,65.85,74.4859,25.32,82,25,3.83,scattered clouds
323,Brookhaven,US,2021-10-11 23:33:44,31.5791,-90.4407,82.06,81,71,4.36,broken clouds
324,Honiara,SB,2021-10-11 23:30:53,-9.4333,159.95,86.14,67,75,5.06,broken clouds
325,Corn Island,NI,2021-10-11 23:33:44,12.1694,-83.0418,83.62,73,13,7.92,few clouds
326,Thinadhoo,MV,2021-10-11 23:33:44,0.5333,72.9333,82.89,72,99,16.62,overcast clouds
327,Mildura,AU,2021-10-11 23:33:45,-34.2,142.15,66.07,47,25,5.75,scattered clouds
328,Bossangoa,CF,2021-10-11 23:33:45,6.4926,17.4552,69.4,97,85,4.47,light rain
329,Sheridan,US,2021-10-11 23:33:45,44.8333,-106.9173,35.31,87,90,1.01,mist
330,Okhotsk,RU,2021-10-11 23:31:11,59.3833,143.3,28.54,74,5,11.21,clear sky
331,Batagay-Alyta,RU,2021-10-11 23:33:46,67.8006,130.4114,22.64,90,100,1.83,overcast clouds
332,Sao Joao Da Barra,BR,2021-10-11 23:30:53,-21.6403,-41.0511,67.53,86,100,18.5,overcast clouds
333,West Bay,KY,2021-10-11 23:33:46,19.3667,-81.4167,86.07,74,20,1.01,few clouds
334,Puerto Ayacucho,VE,2021-10-11 23:33:46,5.6639,-67.6236,77.92,89,85,2.66,overcast clouds
335,Rumonge,BI,2021-10-11 23:33:47,-3.9736,29.4386,77.31,60,100,6.2,overcast clouds
336,Tawau,MY,2021-10-11 23:33:47,4.2498,117.8871,78.93,100,100,3.36,overcast clouds
337,Kashan,IR,2021-10-11 23:33:47,33.9831,51.4364,59.56,26,1,0.98,clear sky
338,Chokurdakh,RU,2021-10-11 23:30:29,70.6333,147.9167,18.05,87,100,5.64,overcast clouds
339,Camacha,PT,2021-10-11 23:33:48,33.0833,-16.3333,68.76,77,20,5.75,few clouds
340,Jaisalmer,IN,2021-10-11 23:33:48,26.9147,70.9181,81.01,51,0,11.27,clear sky
341,Hami,CN,2021-10-11 23:33:48,42.8,93.45,44.28,49,36,9.64,scattered clouds
342,Strai,NO,2021-10-11 23:33:49,58.2,7.9,44.64,57,5,9.22,clear sky
343,Ko Samui,TH,2021-10-11 23:33:49,9.5357,99.9357,83.01,70,99,19.55,overcast clouds
344,Nantucket,US,2021-10-11 23:33:49,41.2835,-70.0995,62.71,89,1,8.05,clear sky
345,Kijang,KR,2021-10-11 23:33:50,35.2442,129.2139,65.93,83,100,21.27,overcast clouds
346,Labuhan,ID,2021-10-11 23:33:50,-6.8844,112.2051,80.58,66,49,11.97,scattered clouds
347,Kanlagay,PH,2021-10-11 23:33:50,5.8757,121.2915,84.02,80,97,10.54,overcast clouds
348,Vila Velha,BR,2021-10-11 23:30:38,-20.3297,-40.2925,67.95,94,75,13.8,mist
349,Baykit,RU,2021-10-11 23:31:46,61.67,96.37,18.39,90,33,2.44,scattered clouds
350,Qaqortoq,GL,2021-10-11 23:32:48,60.7167,-46.0333,36.1,48,100,3.11,overcast clouds
351,Prince Rupert,CA,2021-10-11 23:33:51,54.3161,-130.3201,48.29,81,1,12.66,light rain
352,Kerouane,GN,2021-10-11 23:33:52,9.2667,-9.0167,71.13,94,100,2.48,light rain
353,Mbinga,TZ,2021-10-11 23:33:52,-10.9333,35.0167,60.6,73,58,3.36,broken clouds
354,Znamenskoye,RU,2021-10-11 23:33:53,57.1281,73.8282,31.41,72,100,8.95,light snow
355,Kang,BW,2021-10-11 23:33:53,-23.6752,22.7876,61.66,42,0,10.71,clear sky
356,Lufilufi,WS,2021-10-11 23:33:53,-13.8745,-171.5986,82.18,72,100,14.88,overcast clouds
357,Jamsa,FI,2021-10-11 23:33:54,61.8642,25.19,45.32,93,95,7.56,overcast clouds
358,Mayo,US,2021-10-11 23:33:54,38.8876,-76.5119,69.04,86,100,7.0,overcast clouds
359,Tolstoy-Yurt,RU,2021-10-11 23:33:55,43.4444,45.7722,44.92,100,2,0.0,mist
360,Silifke,TR,2021-10-11 23:33:55,36.3778,33.9344,73.4,44,0,2.75,clear sky
361,Varna,BG,2021-10-11 23:33:55,43.2167,27.9167,55.54,94,90,4.61,overcast clouds
362,Cobija,BO,2021-10-11 23:33:56,-11.0267,-68.7692,83.21,54,44,2.66,scattered clouds
363,Huautla,MX,2021-10-11 23:33:56,21.0333,-98.2833,78.13,86,23,3.36,few clouds
364,Narsaq,GL,2021-10-11 23:33:27,60.9167,-46.05,35.82,56,100,1.74,overcast clouds
365,Francisco Sa,BR,2021-10-11 23:33:56,-16.4758,-43.4883,71.74,84,74,4.81,broken clouds
366,Severnyy,RU,2021-10-11 23:33:57,50.677,36.5532,41.04,75,0,4.47,clear sky
367,Otofuke,JP,2021-10-11 23:33:57,42.9917,143.2003,50.95,65,25,3.4,scattered clouds
368,Puerto Colombia,CO,2021-10-11 23:33:57,10.9878,-74.9547,80.69,78,58,6.8,broken clouds
369,Alto Araguaia,BR,2021-10-11 23:33:57,-17.3147,-53.2153,70.36,91,72,1.3,broken clouds
370,Gimli,CA,2021-10-11 23:29:43,50.6336,-96.9907,60.82,44,0,8.05,clear sky
371,Golyshmanovo,RU,2021-10-11 23:33:58,56.3979,68.3728,37.92,96,100,15.61,light rain
372,Outlook,CA,2021-10-11 23:33:58,51.5001,-107.0513,46.09,45,88,12.48,overcast clouds
373,Pangnirtung,CA,2021-10-11 23:30:26,66.1451,-65.7125,36.59,74,100,2.64,overcast clouds
374,Krasnoyarsk,RU,2021-10-11 23:33:58,56.0097,92.7917,21.6,77,100,3.65,overcast clouds
375,Ofunato,JP,2021-10-11 23:33:59,39.0717,141.7167,58.15,86,100,8.5,moderate rain
376,Yulara,AU,2021-10-11 23:30:41,-25.2406,130.9889,60.64,67,0,9.22,clear sky
377,Kampot,KH,2021-10-11 23:33:59,10.6167,104.1833,78.85,89,100,8.08,overcast clouds
378,Upernavik,GL,2021-10-11 23:30:20,72.7868,-56.1549,33.49,98,100,15.12,snow
379,Zhuhai,CN,2021-10-11 23:34:00,22.2769,113.5678,77.97,68,20,25.32,few clouds
380,Port Blair,IN,2021-10-11 23:30:33,11.6667,92.75,78.84,89,40,2.3,mist
381,Tat,HU,2021-10-11 23:34:00,47.7415,18.6481,50.11,60,96,8.1,overcast clouds
382,Buchanan,LR,2021-10-11 23:34:00,5.8808,-10.0467,76.96,91,98,5.75,moderate rain
383,Bonthe,SL,2021-10-11 23:33:28,7.5264,-12.505,77.25,90,100,4.88,moderate rain
384,Plunge,LT,2021-10-11 23:34:01,55.9114,21.8442,45.05,89,82,9.95,light rain
385,Sorong,ID,2021-10-11 23:34:01,-0.8833,131.25,82.76,77,88,2.28,overcast clouds
386,Mandalgovi,MN,2021-10-11 23:34:02,45.7625,106.2708,36.99,32,61,8.84,broken clouds
387,Lazaro Cardenas,MX,2021-10-11 23:33:53,17.9583,-102.2,82.18,80,41,4.07,scattered clouds
388,Zhezkazgan,KZ,2021-10-11 23:31:19,47.8043,67.7144,33.22,53,0,5.14,clear sky
389,Moerai,PF,2021-10-11 23:34:02,-22.4333,-151.3333,75.51,78,67,15.9,light rain
390,Minsk,BY,2021-10-11 23:31:37,53.9,27.5667,40.75,67,100,5.79,light rain
391,Bilma,NE,2021-10-11 23:31:19,18.6853,12.9164,81.16,10,4,8.63,clear sky
392,Linping,CN,2021-10-11 23:34:03,30.4225,120.2972,72.95,78,100,10.31,overcast clouds
393,Gewane,ET,2021-10-11 23:34:04,10.1664,40.6453,80.62,58,51,2.89,broken clouds
394,Mugur-Aksy,RU,2021-10-11 23:34:04,50.35,90.5,13.73,89,100,6.69,overcast clouds
395,Vila Franca Do Campo,PT,2021-10-11 23:34:05,37.7167,-25.4333,70.21,90,100,9.71,overcast clouds
396,Lalibela,ET,2021-10-11 23:34:05,12.0333,39.0333,56.57,76,74,5.53,broken clouds
397,Gasa,PS,2021-10-11 23:34:05,31.5,34.4667,73.9,72,79,7.81,broken clouds
398,Fare,PF,2021-10-11 23:34:05,-16.7,-151.0167,79.99,77,22,14.61,light rain
399,Weiden,DE,2021-10-11 23:34:06,49.6775,12.1567,46.85,87,90,3.44,overcast clouds
400,Ararangua,BR,2021-10-11 23:34:06,-28.9347,-49.4858,65.86,93,96,10.0,overcast clouds
401,College,US,2021-10-11 23:26:55,64.8569,-147.8028,44.55,64,75,11.5,broken clouds
402,Ossora,RU,2021-10-11 23:34:06,59.2353,163.0719,35.4,82,100,7.07,light rain
403,North Bend,US,2021-10-11 23:34:07,43.4065,-124.2243,59.23,82,1,12.66,clear sky
404,Shakawe,BW,2021-10-11 23:34:07,-18.3667,21.85,69.37,49,0,6.2,clear sky
405,Orlik,RU,2021-10-11 23:34:07,52.5178,99.825,32.65,86,100,0.31,overcast clouds
406,Amaigbo,NG,2021-10-11 23:34:08,5.7892,7.8383,74.59,93,88,3.96,overcast clouds
407,Noumea,NC,2021-10-11 23:30:10,-22.2763,166.4572,84.18,97,84,9.08,broken clouds
408,Ayan,RU,2021-10-11 23:34:08,56.45,138.1667,44.65,51,55,13.96,broken clouds
409,Tubuala,PA,2021-10-11 23:34:08,9.5167,-79.0333,84.33,81,100,5.03,overcast clouds
410,Sungaipenuh,ID,2021-10-11 23:34:09,-2.0833,101.3833,66.02,78,91,1.12,overcast clouds
411,Springdale,US,2021-10-11 23:34:09,36.1867,-94.1288,71.33,59,1,12.66,clear sky
412,Saint-Georges,GD,2021-10-11 23:34:09,12.0564,-61.7485,82.08,83,20,8.05,few clouds
413,Kysyl-Syr,RU,2021-10-11 23:34:09,63.8986,122.7617,22.96,62,99,12.59,overcast clouds
414,Wiwili,NI,2021-10-11 23:34:10,13.6268,-85.8254,88.54,76,51,4.27,broken clouds
415,Esmeraldas,BR,2021-10-11 23:34:10,-19.7625,-44.3139,64.71,93,99,9.44,overcast clouds
416,Nago,JP,2021-10-11 23:34:10,26.5881,127.9761,79.23,89,100,15.99,light rain
417,Yarada,IN,2021-10-11 23:34:11,17.65,83.2667,80.92,94,75,4.61,mist
418,Quelimane,MZ,2021-10-11 23:34:11,-17.8786,36.8883,71.55,68,0,6.91,clear sky
419,Sirjan,IR,2021-10-11 23:34:11,29.452,55.6814,55.29,17,0,1.88,clear sky
420,Bandarbeyla,SO,2021-10-11 23:31:55,9.4942,50.8122,78.28,86,86,19.28,overcast clouds
421,Simao,CN,2021-10-11 23:34:11,22.7886,100.9748,61.72,99,100,2.04,overcast clouds
422,Namikupa,TZ,2021-10-11 23:34:12,-10.8333,39.6,67.78,96,69,2.51,broken clouds
423,Bambanglipuro,ID,2021-10-11 23:33:29,-7.95,110.2833,78.89,70,95,4.72,overcast clouds
424,Lensk,RU,2021-10-11 23:34:12,60.7253,114.9278,22.12,79,15,12.19,few clouds
425,Tevriz,RU,2021-10-11 23:34:12,57.509,72.4042,30.13,96,100,9.1,snow
426,Brasileia,BR,2021-10-11 23:34:13,-11.0161,-68.7481,83.46,54,40,2.62,scattered clouds
427,Spassk-Dalniy,RU,2021-10-11 23:34:13,44.5978,132.8211,51.93,62,0,0.87,clear sky
428,Baie-Comeau,CA,2021-10-11 23:34:13,49.2168,-68.1489,57.2,93,1,5.75,clear sky
429,Bonfim,BR,2021-10-11 23:34:14,3.0833,-59.95,81.34,71,96,2.89,overcast clouds
430,Pokosnoye,RU,2021-10-11 23:34:14,55.5258,101.0536,29.05,90,100,6.87,overcast clouds
431,Ballina,AU,2021-10-11 23:34:14,-28.8667,153.5667,60.98,94,75,11.5,light rain
432,Roma,US,2021-10-11 23:34:14,43.2128,-75.4557,67.87,78,1,5.75,clear sky
