City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
282,Graham,US,2021-10-08 03:04:57,47.0529,-122.2943,50.02,87,20,0.0
283,Khoni,GE,2021-10-08 03:04:58,42.3226,42.4206,54.59,67,0,16.11
284,Okhotsk,RU,2021-10-08 03:04:58,59.3833,143.3,34.3,64,38,8.03
285,Maningrida,AU,2021-10-08 03:04:58,-12.0667,134.2667,89.64,50,86,11.61
286,Hessisch Lichtenau,DE,2021-10-08 03:04:58,51.2,9.7167,42.57,93,1,2.75
287,Tshikapa,CD,2021-10-08 03:04:59,-6.4167,20.8,71.38,85,41,1.43
288,Hereford,GB,2021-10-08 03:00:13,52.0568,-2.7148,58.78,71,76,4.68
289,Adrar,MR,2021-10-08 03:05:00,20.5022,-10.0711,86.58,9,92,8.97
290,Manavgat,TR,2021-10-08 03:05:00,36.7867,31.4431,63.01,36,0,5.3
291,Asosa,ET,2021-10-08 03:02:19,10.0667,34.5333,61.05,92,100,5.12
292,Kousseri,CM,2021-10-08 03:05:01,12.0769,15.0306,79.3,24,20,4.85
293,Vanavara,RU,2021-10-08 03:05:01,60.34,102.2797,33.39,91,100,8.1
294,Stephenville,US,2021-10-08 03:05:02,32.2207,-98.2023,77.0,62,1,5.75
295,Jaciara,BR,2021-10-08 03:05:06,-15.9653,-54.9683,76.46,79,75,1.92
296,Nemuro,JP,2021-10-08 03:05:07,43.3236,145.575,52.93,79,83,8.88
297,Katsuura,JP,2021-10-08 03:05:07,35.1333,140.3,77.14,75,47,11.65
298,Homestead,US,2021-10-08 03:00:10,25.4687,-80.4776,84.02,89,50,6.64
299,Lazaro Cardenas,MX,2021-10-08 03:05:08,17.9583,-102.2,79.72,86,78,3.11
300,Luba,GQ,2021-10-08 03:05:08,3.4568,8.5547,77.83,87,98,2.59
301,Ust-Nera,RU,2021-10-08 03:05:08,64.5667,143.2,28.4,56,93,8.05
302,Anadyr,RU,2021-10-08 03:05:09,64.75,177.4833,34.3,93,75,13.42
303,Weinan,CN,2021-10-08 03:05:09,34.5036,109.5089,60.22,82,95,7.45
304,Nanortalik,GL,2021-10-08 03:05:10,60.1432,-45.2371,38.21,61,89,3.76
305,Kattivakkam,IN,2021-10-08 03:05:11,13.2167,80.3167,84.29,75,100,10.49
306,Alofi,NU,2021-10-08 03:05:11,-19.0595,-169.9187,80.49,74,75,11.5
307,Saint-Pierre,RE,2021-10-08 03:05:12,-21.3393,55.4781,67.68,80,75,6.91
308,Bilibino,RU,2021-10-08 03:05:12,68.0546,166.4372,12.97,92,67,2.1
309,Cockburn Town,TC,2021-10-08 03:05:13,21.4612,-71.1419,83.1,75,3,17.67
310,Mamallapuram,IN,2021-10-08 03:05:13,12.6264,80.1722,84.25,78,100,10.89
311,Svetlyy,RU,2021-10-08 03:05:14,54.675,20.1347,37.45,56,79,7.67
312,Aksarka,RU,2021-10-08 03:05:14,66.5606,67.7975,44.64,83,100,22.19
313,Starodub,RU,2021-10-08 03:05:14,52.5844,32.7633,34.61,77,10,7.09
314,Orotukan,RU,2021-10-08 03:05:15,62.2667,151.7,20.53,82,57,3.38
315,Bani,DO,2021-10-08 03:05:15,18.2833,-70.3333,80.85,82,1,10.13
316,La Mira,MX,2021-10-08 03:05:15,18.035,-102.3266,78.48,89,75,3.67
317,Mareeba,AU,2021-10-08 03:05:16,-17.0,145.4333,89.44,37,12,10.92
318,Lagoa,PT,2021-10-08 03:05:16,39.05,-27.9833,68.36,73,5,7.36
319,Morondava,MG,2021-10-08 03:05:16,-20.2833,44.2833,71.64,60,6,11.56
320,Vostok,RU,2021-10-08 03:05:17,46.4856,135.8833,51.26,52,4,12.71
321,Santa Maria,BR,2021-10-08 03:04:42,-29.6842,-53.8069,51.46,82,9,8.86
322,Ilula,TZ,2021-10-08 03:05:17,-7.6766,36.0366,59.29,94,5,4.7
323,Eirunepe,BR,2021-10-08 03:04:14,-6.6603,-69.8736,74.37,81,99,0.49
324,Souillac,MU,2021-10-08 03:05:18,-20.5167,57.5167,68.36,77,31,4.79
325,Seybaplaya,MX,2021-10-08 03:05:18,19.65,-90.6667,78.49,86,100,5.91
326,Lasa,IT,2021-10-08 03:05:19,46.6166,10.7002,46.36,86,82,4.94
327,Wajima,JP,2021-10-08 03:05:19,37.4,136.9,73.29,75,99,6.44
328,Yar-Sale,RU,2021-10-08 03:05:19,66.8333,70.8333,43.21,93,100,17.83
329,Neiafu,TO,2021-10-08 03:05:20,-18.65,-173.9833,81.28,78,20,8.05
330,The Pas,CA,2021-10-08 03:00:41,53.8251,-101.2541,45.73,43,52,6.22
331,Svetlogorsk,BY,2021-10-08 03:05:20,52.6333,29.7333,34.75,65,0,5.82
332,Nioro,GM,2021-10-08 03:05:21,13.35,-15.75,76.33,90,63,5.88
333,Bone,DE,2021-10-08 03:05:21,51.9669,12.1396,52.29,92,3,5.53
334,Ostrovnoy,RU,2021-10-08 03:05:22,68.0531,39.5131,38.1,77,99,25.68
335,Nargana,PA,2021-10-08 03:05:22,9.4428,-78.5906,80.15,84,85,5.12
336,Aquidauana,BR,2021-10-08 03:05:23,-20.4711,-55.7872,73.87,85,72,3.58
337,Kununurra,AU,2021-10-08 03:05:23,-15.7667,128.7333,100.38,23,79,3.44
338,Barabai,ID,2021-10-08 03:05:23,-2.5833,115.3833,90.32,57,59,0.49
339,Hohhot,CN,2021-10-08 03:05:24,40.8106,111.6522,56.57,56,100,4.76
340,Untsukul,RU,2021-10-08 03:05:24,42.7115,46.7866,41.02,88,84,3.6
341,Abu Dhabi,AE,2021-10-08 03:00:52,24.4667,54.3667,88.32,60,0,3.71
342,Rehoboth,NA,2021-10-08 03:05:24,-23.3167,17.0833,62.11,13,0,7.02
343,Etchojoa,MX,2021-10-08 03:05:25,26.9167,-109.6333,91.27,38,3,13.04
344,Abalak,RU,2021-10-08 03:05:26,58.1286,68.5944,37.96,80,0,7.83
345,Kahului,US,2021-10-08 03:00:52,20.8947,-156.47,79.97,77,67,8.01
346,Port-Cartier,CA,2021-10-08 03:02:04,50.0334,-66.8654,47.75,78,100,5.95
347,Ceres,US,2021-10-08 03:05:27,37.5949,-120.9577,68.32,50,1,13.8
348,Chateau-Gontier,FR,2021-10-08 03:05:27,47.8333,-0.7,52.52,80,85,6.26
349,Tarauaca,BR,2021-10-08 03:05:28,-8.1614,-70.7656,73.87,90,98,2.51
350,Huaibei,CN,2021-10-08 03:05:28,33.9744,116.7917,60.62,86,100,9.17
351,Sechenovo,RU,2021-10-08 03:05:29,55.2244,45.8906,36.09,68,6,3.96
352,Kelme,LT,2021-10-08 03:05:29,55.6339,22.9342,35.62,74,43,5.73
353,Raudeberg,NO,2021-10-08 03:05:30,61.9875,5.1352,56.95,80,100,7.0
354,Langarud,IR,2021-10-08 03:05:30,37.197,50.1535,55.45,89,100,3.78
355,Moyale,KE,2021-10-08 03:02:18,3.5167,39.0584,66.47,71,43,7.87
356,Tura,IN,2021-10-08 03:05:31,25.5198,90.2201,82.62,71,35,0.29
357,Bengkulu,ID,2021-10-08 03:05:31,-3.8004,102.2655,82.11,71,40,5.64
358,Rosita,NI,2021-10-08 03:05:32,13.9268,-84.4032,73.09,99,100,2.46
359,Alihe,CN,2021-10-08 03:05:21,50.5667,123.7167,50.54,37,11,5.26
360,Santa Isabel Do Rio Negro,BR,2021-10-08 03:05:32,-0.4139,-65.0192,73.44,99,90,3.09
361,Superior,US,2021-10-08 03:05:33,46.7208,-92.1041,63.01,88,90,6.91
362,Kristiansund,NO,2021-10-08 03:05:34,63.1115,7.732,52.45,87,90,5.75
363,Ende,ID,2021-10-08 03:05:34,-8.8432,121.6623,87.51,58,87,6.29
364,Abbeville,FR,2021-10-08 03:05:34,50.1,1.8333,55.36,90,96,3.56
365,Salinopolis,BR,2021-10-08 03:05:35,-0.6136,-47.3561,80.06,79,7,11.3
366,Blumberg,DE,2021-10-08 03:05:35,47.8406,8.5333,48.7,88,71,8.46
367,Noumea,NC,2021-10-08 03:03:20,-22.2763,166.4572,78.78,59,30,19.42
368,Abu Zabad,SD,2021-10-08 03:05:36,12.35,29.25,76.5,27,78,6.53
369,Zambezi,ZM,2021-10-08 03:05:36,-13.5432,23.1047,65.75,39,5,5.44
370,Pitimbu,BR,2021-10-08 03:05:36,-7.4706,-34.8086,77.59,81,100,10.2
371,Hobyo,SO,2021-10-08 03:05:37,5.3505,48.5268,76.91,83,80,17.52
372,Saint Anthony,US,2021-10-08 03:05:37,45.0205,-93.218,66.52,86,90,0.0
373,Cuxhaven,DE,2021-10-08 03:05:27,53.8718,8.6909,46.29,100,40,2.3
374,Carbondale,US,2021-10-08 03:03:56,37.7273,-89.2168,67.96,95,20,0.0
375,Vila Franca Do Campo,PT,2021-10-08 03:05:38,37.7167,-25.4333,68.2,86,11,5.17
376,Amnat Charoen,TH,2021-10-08 03:05:38,15.9167,104.75,83.64,71,86,6.96
377,Chengzihe,CN,2021-10-08 03:05:38,45.3333,131.0667,61.65,32,58,13.51
378,Clyde River,CA,2021-10-08 03:03:17,70.4692,-68.5914,30.16,86,100,3.65
379,Springhill,US,2021-10-08 03:05:39,33.006,-93.4668,73.74,60,2,2.48
380,Alyangula,AU,2021-10-08 03:05:39,-13.8483,136.4192,85.32,65,86,11.3
381,Ambon,ID,2021-10-08 03:05:41,-3.6954,128.1814,86.14,84,40,3.44
382,Kanlagay,PH,2021-10-08 03:05:41,5.8757,121.2915,85.42,71,83,8.14
383,Nome,US,2021-10-08 03:02:06,64.5011,-165.4064,39.27,82,75,6.91
384,Nhamunda,BR,2021-10-08 03:05:41,-2.1861,-56.7131,76.57,83,96,2.04
385,Lompoc,US,2021-10-08 03:05:42,34.6391,-120.4579,63.57,89,90,0.0
386,Sao Felix Do Xingu,BR,2021-10-08 03:05:43,-6.6447,-51.995,76.91,64,13,0.51
387,Inhambane,MZ,2021-10-08 03:05:44,-23.865,35.3833,67.59,67,81,6.49
388,Ishigaki,JP,2021-10-08 03:05:44,24.3448,124.1572,83.08,70,100,17.07
389,Krasnoarmeyskoye,RU,2021-10-08 03:05:45,52.7182,50.0322,36.88,68,0,2.71
390,Chokurdakh,RU,2021-10-08 03:05:45,70.6333,147.9167,17.22,85,93,6.89
391,Aswan,EG,2021-10-08 03:05:45,24.0934,32.907,74.35,33,0,9.95
392,Rawson,AR,2021-10-08 03:05:46,-43.3002,-65.1023,47.34,78,0,9.13
393,Kamenka,RU,2021-10-08 03:05:46,51.3223,42.7678,35.51,61,33,5.97
394,Pevek,RU,2021-10-08 03:05:47,69.7008,170.3133,24.26,82,91,5.59
395,Port Elizabeth,ZA,2021-10-08 03:05:47,-33.918,25.5701,63.1,67,100,12.55
396,Magistralnyy,RU,2021-10-08 03:05:47,56.1725,107.4458,34.88,89,100,6.93
397,Mersin,TR,2021-10-08 03:05:48,36.862,34.6509,58.35,32,0,5.12
398,San Pedro De Macoris,DO,2021-10-08 03:05:48,18.4616,-69.2972,81.48,93,0,7.9
399,Kaitangata,NZ,2021-10-08 03:05:49,-46.2817,169.8464,55.92,73,91,8.23
400,Kittery,US,2021-10-08 03:05:50,43.0881,-70.7362,60.22,94,1,0.0
401,Esperance,AU,2021-10-08 03:05:50,-33.8667,121.9,61.12,54,94,16.51
402,Wasilla,US,2021-10-08 03:05:51,61.5814,-149.4394,45.86,84,40,3.44
403,Avaton,GR,2021-10-08 03:05:51,40.9667,24.8,62.94,72,75,11.5
404,Chunan,CN,2021-10-08 03:05:52,24.5277,110.548,79.43,60,64,8.23
405,Perth,AU,2021-10-08 03:01:39,-31.9333,115.8333,67.66,49,0,12.66
406,Bairiki,KI,2021-10-08 03:05:53,1.3292,172.9752,86.0,66,40,8.05
407,Hofn,IS,2021-10-08 03:03:11,64.2539,-15.2082,48.9,95,100,25.03
408,Fatehabad,IN,2021-10-08 03:05:54,29.5167,75.45,82.74,41,0,2.42
409,Porto Walter,BR,2021-10-08 03:05:54,-8.2686,-72.7439,74.26,83,78,1.21
410,Brawley,US,2021-10-08 03:05:55,32.9787,-115.5303,84.49,36,1,6.91
411,Benguela,AO,2021-10-08 03:05:55,-12.5763,13.4055,71.65,76,65,2.98
412,Jamtara,IN,2021-10-08 03:05:55,23.95,86.8,85.01,66,17,5.77
413,Tomatlan,MX,2021-10-08 03:05:56,19.9333,-105.25,77.95,90,9,1.21
414,Balkanabat,TM,2021-10-08 03:05:57,39.5108,54.3671,52.0,40,4,3.42
415,San Matias,BO,2021-10-08 03:05:57,-16.3667,-58.4,78.42,76,20,3.09
416,Keningau,MY,2021-10-08 03:05:57,5.3378,116.1602,86.45,56,97,2.06
417,Svetlaya,RU,2021-10-08 03:04:14,46.5389,138.3297,60.51,44,3,10.85
418,Novosheshminsk,RU,2021-10-08 03:05:58,55.0651,51.2338,36.45,82,21,3.78
419,Makakilo City,US,2021-10-08 03:05:58,21.3469,-158.0858,82.72,57,20,11.5
420,Petropavlovsk-Kamchatskiy,RU,2021-10-08 03:05:59,53.0452,158.6483,48.79,34,40,17.9
421,Leh,IN,2021-10-08 03:04:33,34.1667,77.5833,48.81,22,0,3.91
422,Daru,PG,2021-10-08 03:05:59,-9.0763,143.2092,81.72,85,92,13.06
423,Champerico,GT,2021-10-08 03:06:00,14.3,-91.9167,82.35,91,100,10.83
424,Krasnyy Chikoy,RU,2021-10-08 03:06:00,50.3643,108.7512,40.42,85,100,2.46
425,Livingston,GB,2021-10-08 03:04:03,55.9029,-3.5226,60.48,88,100,9.08
426,Kondoa,TZ,2021-10-08 03:06:01,-4.9,35.7833,59.58,93,8,4.59
427,Iquique,CL,2021-10-08 03:01:17,-20.2208,-70.1431,61.02,76,42,2.89
428,Purranque,CL,2021-10-08 03:06:01,-40.9167,-73.1667,42.46,99,2,3.09
429,Dalvik,IS,2021-10-08 03:06:02,65.9702,-18.5286,40.87,99,100,3.29
430,Goderich,CA,2021-10-08 03:06:02,43.7501,-81.7165,66.9,94,100,13.15
431,Kavaratti,IN,2021-10-08 03:06:02,10.5669,72.642,82.08,78,41,8.37
432,Bonthe,SL,2021-10-08 03:03:07,7.5264,-12.505,77.95,84,48,5.41
433,Cacoal,BR,2021-10-08 03:01:33,-11.4386,-61.4472,75.78,86,81,4.56
434,Nakhon Thai,TH,2021-10-08 03:06:03,17.1006,100.8374,86.31,67,79,2.84
435,Bakchar,RU,2021-10-08 03:06:03,57.0186,82.0711,41.09,92,100,6.49
436,Guerrero Negro,MX,2021-10-08 03:06:03,27.9769,-114.0611,70.59,75,98,18.48
437,Smolenskaya,RU,2021-10-08 03:06:04,44.7887,38.8018,45.64,88,45,5.64
438,Necochea,AR,2021-10-08 03:06:05,-38.5473,-58.7368,41.04,77,0,9.24
439,Ormara,PK,2021-10-08 03:06:05,25.2088,64.6357,81.01,82,1,5.26
440,Wladyslawowo,PL,2021-10-08 03:06:05,54.7909,18.4009,47.93,64,100,9.84
441,Sabang,ID,2021-10-08 03:06:06,5.8933,95.3214,82.71,76,100,21.9
442,Solvychegodsk,RU,2021-10-08 03:06:07,61.3305,46.9156,39.51,78,6,9.98
443,Kruisfontein,ZA,2021-10-08 03:06:07,-34.0033,24.7314,60.89,54,100,12.08
444,Kon Tum,VN,2021-10-08 03:06:08,14.35,108.0,71.76,98,100,2.86
445,Taikang,CN,2021-10-08 03:05:19,46.8333,124.4167,59.59,35,84,9.64
446,Lae,PG,2021-10-08 03:06:08,-6.7221,146.9847,85.05,66,55,8.14
447,El Vigia,VE,2021-10-08 03:06:09,8.6219,-71.6506,76.86,82,76,4.34
448,Ginda,IN,2021-10-08 03:06:09,30.6945,78.4932,66.49,71,0,1.88
449,Kiruna,SE,2021-10-08 03:06:09,67.8557,20.2251,31.12,100,90,3.44
450,Floro,NO,2021-10-08 03:03:10,61.5996,5.0328,56.97,94,90,28.77
451,Diplo,PK,2021-10-08 03:06:10,24.4667,69.584,85.41,57,51,9.26
452,Russell,US,2021-10-08 03:06:10,32.3502,-85.1999,73.0,93,12,1.57
453,Chengde,CN,2021-10-08 03:06:10,40.9725,117.9361,60.13,59,0,2.01
454,Portland,US,2021-10-08 03:02:01,45.5234,-122.6762,53.76,77,1,1.01
455,Tarabuco,BO,2021-10-08 03:06:11,-19.1667,-64.9167,50.29,80,48,4.16
456,Ucluelet,CA,2021-10-08 03:05:46,48.9329,-125.5528,50.09,82,100,4.23
457,Petaling Jaya,MY,2021-10-08 03:05:24,3.1073,101.6067,92.14,55,98,3.49
458,Clarence Town,AU,2021-10-08 03:06:11,-32.5833,151.7833,71.62,55,100,6.6
459,Kokstad,ZA,2021-10-08 03:06:11,-30.5472,29.4241,56.07,82,100,5.91
460,Rantauprapat,ID,2021-10-08 03:06:12,2.1,99.8333,84.56,67,100,2.17
461,Carmelo,UY,2021-10-08 03:06:12,-33.9892,-58.2856,57.16,86,0,8.57
462,Isla Vista,US,2021-10-08 03:06:13,34.4133,-119.861,68.07,83,90,3.44
463,Nalut,LY,2021-10-08 03:06:13,30.3333,10.85,67.05,69,0,11.07
464,Kadyy,RU,2021-10-08 03:06:13,57.787,43.1903,34.61,91,0,5.12
465,Aykhal,RU,2021-10-08 03:06:14,66.0,111.5,24.24,84,96,13.31
466,Trinidad,BO,2021-10-08 03:06:14,-14.8333,-64.9,80.53,61,17,3.42
467,Verkhoyansk,RU,2021-10-08 03:06:14,67.5447,133.385,35.8,43,100,16.55
468,Camargo,MX,2021-10-08 03:06:15,27.6667,-105.1667,75.67,32,1,8.66
469,Fortuna,US,2021-10-08 03:06:16,40.5982,-124.1573,53.65,51,34,1.01
470,Kotlas,RU,2021-10-08 03:06:16,61.2611,46.6556,39.92,76,2,10.49
471,Nador,MA,2021-10-08 03:06:17,35.174,-2.9287,62.85,94,20,2.3
472,Sungaipenuh,ID,2021-10-08 03:06:17,-2.0833,101.3833,75.22,68,94,2.77
473,Durazno,UY,2021-10-08 03:01:27,-33.4131,-56.5006,43.09,88,0,7.99
474,Kyabe,TD,2021-10-08 03:06:17,9.4515,18.9449,73.04,90,92,1.77
475,Nuristan,AF,2021-10-08 03:06:18,35.3,70.8333,42.91,31,0,8.86
476,Poum,NC,2021-10-08 03:06:18,-20.2333,164.0167,72.95,68,16,4.63
477,Zyryanka,RU,2021-10-08 03:06:19,65.75,150.85,29.66,51,19,11.12
478,Buraydah,SA,2021-10-08 03:06:19,26.326,43.975,75.52,22,0,7.25
479,Gasa,PS,2021-10-08 03:03:29,31.5,34.4667,68.92,65,0,9.89
480,Diamantino,BR,2021-10-08 03:06:19,-14.4086,-56.4461,74.46,89,97,3.33
481,Bubaque,GW,2021-10-08 03:06:20,11.2833,-15.8333,83.84,75,100,4.05
482,Darhan,MN,2021-10-08 03:06:20,49.4867,105.9228,43.92,71,100,5.77
483,Bayonet Point,US,2021-10-08 03:06:21,28.3267,-82.6834,80.6,86,3,1.01
484,Simao,CN,2021-10-08 03:06:21,22.7886,100.9748,73.18,78,83,1.25
485,Hatillo,PR,2021-10-08 03:06:21,18.4863,-66.8254,81.86,87,100,10.58
486,Half Moon Bay,US,2021-10-08 03:06:22,37.4636,-122.4286,58.96,78,90,5.75
487,Aklavik,CA,2021-10-08 03:06:22,68.2191,-135.0107,26.2,86,100,5.64
488,Egvekinot,RU,2021-10-08 03:06:22,66.3167,-179.1667,24.17,90,100,11.61
489,Bani Walid,LY,2021-10-08 03:06:23,31.7566,13.9942,65.21,87,0,0.16
490,Dicabisagan,PH,2021-10-08 03:06:23,17.0818,122.4157,87.42,62,93,5.88
491,Sebinkarahisar,TR,2021-10-08 03:06:23,40.2883,38.4236,43.02,69,3,0.92
492,Makokou,GA,2021-10-08 03:02:14,0.5738,12.8642,68.77,99,60,2.19
493,Parintins,BR,2021-10-08 03:06:24,-2.6283,-56.7358,75.6,84,84,2.08
494,Marakkanam,IN,2021-10-08 03:06:24,12.2,79.95,82.42,80,100,12.08
495,San Quintin,MX,2021-10-08 03:06:25,30.4833,-115.95,67.32,82,100,12.35
496,Madang,PG,2021-10-08 03:06:25,-5.2246,145.7966,85.91,63,12,7.7
497,Cotonou,BJ,2021-10-08 03:06:25,6.3654,2.4183,79.09,81,85,4.45
498,Santa Catarina De Tepehuanes,MX,2021-10-08 03:06:26,25.35,-105.7333,64.18,53,9,5.01
499,Bria,CF,2021-10-08 03:06:26,6.5423,21.9863,67.77,96,35,2.39
500,Chanthaburi,TH,2021-10-08 03:06:26,12.8333,102.1667,74.5,88,100,1.86
501,Kasongo,CD,2021-10-08 03:06:27,-4.45,26.6667,68.16,85,26,2.82
502,Maceio,BR,2021-10-08 03:06:27,-9.6658,-35.7353,74.64,94,40,2.3
503,La Baule-Escoublac,FR,2021-10-08 03:06:28,47.2922,-2.364,60.87,100,63,3.44
504,Dunedin,NZ,2021-10-08 03:06:28,-45.8742,170.5036,57.49,69,48,6.11
505,Kitimat,CA,2021-10-08 03:06:29,54.0524,-128.6534,43.92,28,100,2.53
506,Pontianak,ID,2021-10-08 03:06:29,-0.0333,109.3333,85.98,74,20,11.5
507,Bafia,CM,2021-10-08 03:06:29,4.75,11.2333,69.08,99,58,0.78
508,Sebastian,US,2021-10-08 03:06:30,35.1668,-94.2669,69.08,58,4,3.4
509,Lakatoro,VU,2021-10-08 03:06:30,-16.0999,167.4164,81.55,73,97,12.48
510,Berea,US,2021-10-08 03:02:35,41.3662,-81.8543,69.49,95,90,3.44
511,Lufilufi,WS,2021-10-08 03:06:30,-13.8745,-171.5986,79.79,74,24,14.56
512,Lata,PT,2021-10-08 03:06:31,40.1629,-8.3327,60.82,55,12,3.31
513,Bridlington,GB,2021-10-08 03:06:31,54.0831,-0.1919,59.9,93,22,7.83
514,San Cristobal,VE,2021-10-08 03:06:32,7.7669,-72.225,69.98,96,99,2.01
515,Yerofey Pavlovich,RU,2021-10-08 03:06:32,53.9667,121.9667,41.95,44,78,7.18
516,Taoudenni,ML,2021-10-08 03:06:33,22.6783,-3.9836,88.38,10,8,9.64
517,Labuhan,ID,2021-10-08 03:06:33,-6.8844,112.2051,89.47,47,0,0.6
518,Axim,GH,2021-10-08 03:06:33,4.8699,-2.2405,75.88,91,50,0.34
519,Namatanai,PG,2021-10-08 03:06:34,-3.6667,152.4333,84.02,73,97,1.77
520,Ulladulla,AU,2021-10-08 03:06:34,-35.35,150.4667,72.77,53,40,16.2
521,San Vicente,AR,2021-10-08 03:06:35,-26.6167,-54.1333,59.09,80,39,4.43
522,Abeche,TD,2021-10-08 03:06:35,13.8292,20.8324,78.71,26,98,8.95
523,Nurota,UZ,2021-10-08 03:06:35,40.5614,65.6886,46.49,31,98,0.54
524,Likasi,CD,2021-10-08 03:06:35,-10.9814,26.7333,61.16,51,66,3.6
525,Arman,RU,2021-10-08 03:06:36,59.7,150.1667,34.63,47,33,4.47
526,Bentiu,SS,2021-10-08 03:06:36,9.2333,29.8333,72.09,93,44,4.47
527,Itoman,JP,2021-10-08 03:06:37,26.1247,127.6694,86.38,73,75,18.41
528,Arlit,NE,2021-10-08 03:06:37,18.7369,7.3853,79.95,18,4,8.84
529,Townsville,AU,2021-10-08 03:06:38,-19.25,146.8,83.28,61,20,16.11
530,Simbahan,PH,2021-10-08 03:06:38,6.3032,120.5836,83.86,74,93,9.13
531,Mumford,GH,2021-10-08 03:06:38,5.2618,-0.759,77.04,87,39,3.8
532,Todos Santos,MX,2021-10-08 03:06:39,23.45,-110.2167,85.1,81,0,3.15
533,Byron Bay,AU,2021-10-08 03:06:39,-28.65,153.6167,78.91,64,57,11.34
534,Virginia Beach,US,2021-10-08 03:06:40,36.8529,-75.978,71.62,92,100,1.99
535,Yerbogachen,RU,2021-10-08 03:06:40,61.2767,108.0108,34.36,95,100,8.66
536,Grafton,US,2021-10-08 03:02:55,42.207,-71.6856,59.56,83,0,3.91
537,Ondjiva,AO,2021-10-08 03:06:40,-17.0667,15.7333,72.75,20,84,8.3
538,Alta Floresta,BR,2021-10-08 03:06:41,-9.8756,-56.0861,72.97,96,83,4.41
539,Sobolevo,RU,2021-10-08 03:06:41,54.4299,31.8996,33.55,72,0,2.73
540,Santa Isabel,BR,2021-10-08 03:04:53,-23.3156,-46.2214,62.65,95,100,5.7
541,Kemin,KG,2021-10-08 03:06:42,42.7846,75.6892,45.07,64,2,7.67
542,Caravelas,BR,2021-10-08 03:06:42,-17.7125,-39.2481,73.89,85,100,3.04
543,Sivas,TR,2021-10-08 03:06:43,39.7916,37.0019,39.83,100,0,2.3
544,Bagotville,AU,2021-10-08 03:06:43,-28.9833,153.4167,78.82,60,68,9.66
545,Meulaboh,ID,2021-10-08 03:06:43,4.1363,96.1285,82.29,70,99,1.66
546,San Isidro,PE,2021-10-08 03:06:44,-12.1167,-77.05,65.01,86,75,4.0
547,Saint-Francois,FR,2021-10-08 03:06:44,46.4154,3.9054,45.68,95,5,2.3
548,Morgantown,US,2021-10-08 03:06:44,39.6295,-79.9559,69.1,89,20,4.61
549,Cuencame,MX,2021-10-08 03:06:45,24.8711,-103.6964,69.96,37,0,4.74
550,Tiarei,PF,2021-10-08 03:06:45,-17.5333,-149.3333,80.62,72,10,1.48
551,Oga,IT,2021-10-08 03:06:46,46.4631,10.347,38.97,88,65,5.75
552,Diffa,NE,2021-10-08 03:06:46,13.3154,12.6113,82.96,20,69,7.94
553,Antalaha,MG,2021-10-08 03:06:47,-14.9003,50.2788,71.4,79,100,3.56
554,Gravdal,NO,2021-10-08 03:06:47,68.1214,13.5031,40.96,66,100,16.58
555,Sangar,RU,2021-10-08 03:06:48,63.9242,127.4739,33.48,95,100,4.97
556,Mackenzie,CA,2021-10-08 03:06:48,55.2999,-123.1698,33.75,97,100,2.08
557,Bosaso,SO,2021-10-08 03:06:48,11.2842,49.1816,84.61,73,25,2.46
558,Ulundi,ZA,2021-10-08 03:06:48,-28.3352,31.4162,62.6,91,100,4.38
559,Huangchuan,CN,2021-10-08 03:06:49,32.1272,115.0394,61.43,85,100,9.1
560,Rakiv Lis,UA,2021-10-08 03:06:49,51.6217,24.9243,36.21,57,0,7.45
561,Quzhou,CN,2021-10-08 03:06:50,28.9594,118.8686,82.38,66,48,10.2
562,Karratha,AU,2021-10-08 03:06:50,-20.7377,116.8463,84.88,35,0,9.31
563,Cidreira,BR,2021-10-08 03:06:50,-30.1811,-50.2056,59.54,66,4,7.14
